,Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,emp no,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager,Job Satisfaction Status,Age Bucket
393,No,Non-Travel,25 - 34,Current Employees,Sales,Marketing,STAFF-394,523.0,Female,Sales Executive,Married,No,Y,3,34,1,1381,4,Master's Degree,1,3,72,3,2,3,6538,12740,9,15,3,1,80,1,6,3,3,2,1,2,Dissatisfied ,26-35
394,No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-395,524.0,Female,Manufacturing Director,Married,No,Y,5,31,1,480,7,Associates Degree,1,2,31,3,2,1,4306,4156,1,12,3,2,80,1,13,1,13,10,3,12,Very Satisfied,26-35
395,No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-396,525.0,Male,Laboratory Technician,Married,No,Y,1,43,1,313,21,Bachelor's Degree,1,4,61,3,1,4,2258,15238,7,20,4,1,80,1,8,3,3,2,1,2,Very Dissatisfied ,36-45
396,No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,STAFF-397,526.0,Female,Healthcare Representative,Divorced,Yes,Y,3,43,1,1473,8,Master's Degree,1,3,74,3,2,3,4522,2227,4,14,3,4,80,0,8,3,5,2,0,2,Dissatisfied ,36-45
397,No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-398,527.0,Female,Sales Executive,Single,Yes,Y,3,25,1,891,4,Associates Degree,1,2,99,2,2,4,4487,12090,1,11,3,2,80,0,5,3,5,4,1,3,Very Dissatisfied ,18-25
398,No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-399,529.0,Female,Research Scientist,Married,Yes,Y,2,37,1,1063,25,Doctoral Degree,1,2,72,3,2,3,4449,23866,3,15,3,1,80,2,15,3,13,11,10,7,Dissatisfied ,36-45
399,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-400,530.0,Male,Laboratory Technician,Married,No,Y,3,31,1,329,1,Associates Degree,1,4,98,2,1,1,2218,16193,1,12,3,3,80,1,4,3,4,2,3,2,Very Satisfied,26-35
400,No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,STAFF-401,531.0,Male,Manager,Divorced,Yes,Y,3,39,1,1218,1,High School,1,2,52,3,5,3,19197,8213,1,14,3,3,80,1,21,3,21,8,1,6,Dissatisfied ,36-45
401,No,Travel_Frequently,Over 55,Current Employees,Sales,Life Sciences,STAFF-402,532.0,Female,Sales Executive,Married,No,Y,0,56,1,906,6,Bachelor's Degree,1,3,86,4,4,1,13212,18256,9,11,3,4,80,3,36,2,7,7,7,7,Very Satisfied,56 ? 
402,No,Travel_Rarely,25 - 34,Current Employees,Sales,Technical Degree,STAFF-403,533.0,Female,Sales Executive,Single,No,Y,6,30,1,1082,12,Bachelor's Degree,1,2,83,3,2,3,6577,19558,0,11,3,2,80,0,6,3,5,4,4,4,Dissatisfied ,26-35
403,No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-404,534.0,Male,Sales Executive,Married,No,Y,2,41,1,645,1,Bachelor's Degree,1,2,49,4,3,1,8392,19566,1,16,3,3,80,1,10,3,10,7,0,7,Very Satisfied,36-45
404,No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-405,536.0,Male,Laboratory Technician,Divorced,No,Y,2,28,1,1300,17,Associates Degree,1,3,79,3,2,1,4558,13535,1,12,3,4,80,1,10,3,10,0,1,8,Very Satisfied,26-35
405,Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-406,538.0,Male,Laboratory Technician,Married,No,Y,5,25,0,688,3,Bachelor's Degree,1,1,91,3,1,1,4031,9396,5,13,3,3,80,1,6,3,2,2,0,2,Very Satisfied,18-25
406,No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-407,543.0,Male,Manufacturing Director,Married,Yes,Y,4,52,1,319,3,Bachelor's Degree,1,4,39,2,3,3,7969,19609,2,14,3,3,80,0,28,3,5,4,0,4,Dissatisfied ,46-55
407,No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-408,544.0,Male,Research Scientist,Married,No,Y,3,45,1,192,10,Associates Degree,1,1,69,3,1,4,2654,9655,3,21,4,4,80,2,8,2,2,2,0,2,Very Dissatisfied ,36-45
408,No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-409,546.0,Female,Manager,Married,No,Y,2,52,1,1490,4,Associates Degree,1,4,30,3,4,4,16555,10310,2,13,3,4,80,0,31,1,5,2,1,4,Very Dissatisfied ,46-55
409,No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,STAFF-410,547.0,Female,Research Scientist,Divorced,No,Y,3,42,1,532,29,Associates Degree,1,1,92,3,2,3,4556,12932,2,11,3,2,80,1,19,3,5,4,0,2,Dissatisfied ,36-45
410,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-411,548.0,Female,Manufacturing Director,Single,No,Y,2,30,1,317,2,Bachelor's Degree,1,3,43,1,2,4,6091,24793,2,20,4,3,80,0,11,3,5,4,0,2,Very Dissatisfied ,26-35
411,No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,STAFF-412,549.0,Female,Manager,Married,No,Y,5,60,1,422,7,Bachelor's Degree,1,1,41,3,5,1,19566,3854,5,11,3,4,80,0,33,1,29,8,11,10,Very Satisfied,56 ? 
412,No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-413,550.0,Female,Manufacturing Director,Divorced,No,Y,5,46,1,1485,18,Bachelor's Degree,1,3,87,3,2,3,4810,26314,2,14,3,3,80,1,19,2,10,7,0,8,Dissatisfied ,46-55
413,No,Travel_Frequently,35 - 44,Current Employees,R&D,Technical Degree,STAFF-414,551.0,Female,Healthcare Representative,Married,No,Y,4,42,1,1368,28,Master's Degree,1,4,88,2,2,4,4523,4386,0,11,3,4,80,3,7,4,6,5,0,4,Very Dissatisfied ,36-45
414,Yes,Travel_Rarely,Under 25,Ex-Employees,Sales,Technical Degree,STAFF-415,554.0,Female,Sales Representative,Single,Yes,Y,4,24,0,1448,1,High School,1,1,62,3,1,2,3202,21972,1,16,3,2,80,0,6,3,5,3,1,4,Satisfied,18-25
415,Yes,Travel_Frequently,25 - 34,Ex-Employees,Sales,Marketing,STAFF-416,555.0,Female,Sales Representative,Divorced,No,Y,3,34,0,296,6,Associates Degree,1,4,33,1,1,3,2351,12253,0,16,3,4,80,1,3,2,2,2,1,0,Dissatisfied ,26-35
416,No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,STAFF-417,556.0,Male,Laboratory Technician,Married,Yes,Y,3,38,1,1490,2,Associates Degree,1,4,42,3,1,4,1702,12106,1,23,4,3,80,1,1,3,1,0,0,0,Very Dissatisfied ,36-45
417,No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-418,558.0,Female,Manager,Married,No,Y,2,40,1,1398,2,Master's Degree,1,3,79,3,5,3,18041,13022,0,14,3,4,80,0,21,3,20,15,1,12,Dissatisfied ,36-45
418,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-419,560.0,Female,Research Scientist,Divorced,No,Y,3,26,1,1349,23,Bachelor's Degree,1,1,90,3,1,4,2886,3032,1,22,4,2,80,2,3,1,3,2,0,2,Very Dissatisfied ,26-35
419,No,Non-Travel,25 - 34,Current Employees,R&D,Life Sciences,STAFF-420,562.0,Male,Laboratory Technician,Married,No,Y,3,30,1,1400,3,Bachelor's Degree,1,3,53,3,1,4,2097,16734,4,15,3,3,80,1,9,1,5,3,1,4,Very Dissatisfied ,26-35
420,No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-421,564.0,Male,Research Director,Married,No,Y,2,29,1,986,3,Master's Degree,1,2,93,2,3,3,11935,21526,1,18,3,3,80,0,10,3,10,2,0,7,Dissatisfied ,26-35
421,Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Technical Degree,STAFF-422,565.0,Female,Research Scientist,Married,No,Y,2,29,0,408,25,Doctoral Degree,1,3,71,2,1,2,2546,18300,5,16,3,2,80,0,6,4,2,2,1,1,Satisfied,26-35
422,Yes,Travel_Rarely,Under 25,Ex-Employees,HR,Technical Degree,STAFF-423,566.0,Male,Human Resources,Single,No,Y,3,19,0,489,2,Associates Degree,1,1,52,2,1,4,2564,18437,1,12,3,3,80,0,1,4,1,0,0,0,Very Dissatisfied ,18-25
423,No,Non-Travel,25 - 34,Current Employees,Sales,Other,STAFF-424,567.0,Female,Sales Executive,Married,No,Y,3,30,1,1398,22,Master's Degree,1,3,69,3,3,1,8412,2890,0,11,3,3,80,0,10,3,9,8,7,8,Very Satisfied,26-35
424,No,Travel_Rarely,Over 55,Current Employees,Sales,Marketing,STAFF-425,568.0,Male,Manager,Divorced,No,Y,3,57,1,210,29,Bachelor's Degree,1,1,56,2,4,4,14118,22102,3,12,3,3,80,1,32,2,1,0,0,0,Very Dissatisfied ,56 ? 
425,No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-426,569.0,Male,Manager,Married,No,Y,2,50,1,1099,29,Master's Degree,1,2,88,2,4,3,17046,9314,0,15,3,2,80,1,28,3,27,10,15,7,Dissatisfied ,46-55
426,No,Non-Travel,25 - 34,Current Employees,R&D,Medical,STAFF-427,571.0,Female,Laboratory Technician,Single,No,Y,2,30,1,1116,2,Bachelor's Degree,1,3,49,3,1,4,2564,7181,0,14,3,3,80,0,12,2,11,7,6,7,Very Dissatisfied ,26-35
427,No,Travel_Frequently,Over 55,Current Employees,Sales,Marketing,STAFF-428,573.0,Female,Sales Executive,Married,No,Y,5,60,1,1499,28,Bachelor's Degree,1,3,80,2,3,1,10266,2845,4,19,3,4,80,0,22,4,18,13,13,11,Very Satisfied,56 ? 
428,No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-429,574.0,Female,Manufacturing Director,Divorced,No,Y,2,47,1,983,2,Associates Degree,1,1,65,3,2,4,5070,7389,5,13,3,3,80,3,20,3,5,0,0,4,Very Dissatisfied ,46-55
429,No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-430,575.0,Male,Research Director,Married,No,Y,2,46,1,1009,2,Bachelor's Degree,1,1,51,3,4,3,17861,2288,6,13,3,3,80,0,26,1,3,2,0,1,Dissatisfied ,46-55
430,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-431,577.0,Male,Laboratory Technician,Single,No,Y,2,35,1,144,22,Bachelor's Degree,1,4,46,1,1,3,4230,19225,0,15,3,3,80,0,6,3,5,4,4,3,Dissatisfied ,26-35
431,No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-432,578.0,Female,Laboratory Technician,Single,No,Y,3,54,1,548,8,Master's Degree,1,3,42,3,2,3,3780,23428,7,11,3,3,80,0,19,3,1,0,0,0,Dissatisfied ,46-55
432,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-433,579.0,Male,Research Scientist,Divorced,No,Y,3,34,1,1303,2,Master's Degree,1,4,62,2,1,3,2768,8416,3,12,3,3,80,1,14,3,7,3,5,7,Dissatisfied ,26-35
433,No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,STAFF-434,580.0,Female,Sales Executive,Married,Yes,Y,3,46,1,1125,10,Bachelor's Degree,1,3,94,2,3,4,9071,11563,2,19,3,3,80,1,15,3,3,2,1,2,Very Dissatisfied ,46-55
434,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-435,581.0,Male,Manufacturing Director,Divorced,No,Y,6,31,1,1274,9,High School,1,3,33,3,3,2,10648,14394,1,25,4,4,80,1,13,4,13,8,0,8,Satisfied,26-35
435,Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-436,582.0,Male,Manager,Married,Yes,Y,2,33,0,1277,15,High School,1,2,56,3,3,3,13610,24619,7,12,3,4,80,0,15,4,7,6,7,7,Dissatisfied ,26-35
436,Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-437,584.0,Male,Laboratory Technician,Divorced,No,Y,2,33,0,587,10,High School,1,1,38,1,1,4,3408,6705,7,13,3,1,80,3,8,3,4,3,1,3,Very Dissatisfied ,26-35
437,No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-438,585.0,Male,Sales Representative,Single,No,Y,3,30,1,413,7,High School,1,4,57,3,1,2,2983,18398,0,14,3,1,80,0,4,3,3,2,1,2,Satisfied,26-35
438,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-439,586.0,Male,Healthcare Representative,Married,Yes,Y,2,35,1,1276,16,Bachelor's Degree,1,4,72,3,3,3,7632,14295,4,12,3,3,80,0,10,3,8,7,0,0,Dissatisfied ,26-35
439,Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-440,587.0,Male,Healthcare Representative,Married,No,Y,2,31,0,534,20,Bachelor's Degree,1,1,66,3,3,3,9824,22908,3,12,3,1,80,0,12,3,1,0,0,0,Dissatisfied ,26-35
440,Yes,Travel_Frequently,25 - 34,Ex-Employees,HR,Human Resources,STAFF-441,590.0,Female,Human Resources,Divorced,Yes,Y,2,34,0,988,23,Bachelor's Degree,1,2,43,3,3,1,9950,11533,9,15,3,3,80,3,11,3,3,2,0,2,Very Satisfied,26-35
441,No,Travel_Frequently,35 - 44,Current Employees,R&D,Other,STAFF-442,591.0,Male,Laboratory Technician,Married,No,Y,4,42,1,1474,5,Associates Degree,1,2,97,3,1,3,2093,9260,4,17,3,4,80,1,8,3,2,2,2,0,Dissatisfied ,36-45
442,No,Non-Travel,35 - 44,Current Employees,Sales,Medical,STAFF-443,592.0,Male,Sales Executive,Single,No,Y,3,36,1,635,10,Master's Degree,1,2,32,3,3,4,9980,15318,1,14,3,4,80,0,10,2,10,3,9,7,Very Dissatisfied ,36-45
443,Yes,Travel_Frequently,Under 25,Ex-Employees,R&D,Technical Degree,STAFF-444,593.0,Male,Laboratory Technician,Single,No,Y,3,22,0,1368,4,High School,1,3,99,2,1,3,3894,9129,5,16,3,3,80,0,4,3,2,2,1,2,Dissatisfied ,18-25
444,No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,STAFF-445,595.0,Female,Sales Executive,Married,No,Y,2,48,1,163,2,Doctoral Degree,1,2,37,3,2,4,4051,19658,2,14,3,1,80,1,14,3,9,7,6,7,Very Dissatisfied ,46-55
445,No,Travel_Rarely,Over 55,Current Employees,Sales,Life Sciences,STAFF-446,597.0,Female,Manager,Single,No,Y,2,55,1,1117,18,Doctoral Degree,1,1,83,3,4,2,16835,9873,3,23,4,4,80,0,37,3,10,9,7,7,Satisfied,46-55
446,No,Non-Travel,35 - 44,Current Employees,Sales,Life Sciences,STAFF-447,599.0,Male,Sales Executive,Single,No,Y,3,41,1,267,10,Associates Degree,1,4,56,3,2,4,6230,13430,7,14,3,4,80,0,16,3,14,3,1,10,Very Dissatisfied ,36-45
447,No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-448,600.0,Male,Sales Executive,Married,No,Y,2,35,1,619,1,Bachelor's Degree,1,2,85,3,2,3,4717,18659,9,11,3,3,80,0,15,3,11,9,6,9,Dissatisfied ,26-35
448,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-449,601.0,Female,Manufacturing Director,Single,No,Y,3,40,1,302,6,Bachelor's Degree,1,2,75,3,4,3,13237,20364,7,15,3,3,80,0,22,3,20,6,5,13,Dissatisfied ,36-45
449,No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,STAFF-450,602.0,Female,Laboratory Technician,Married,No,Y,3,39,1,443,8,High School,1,3,48,3,1,3,3755,17872,1,11,3,1,80,1,8,3,8,3,0,7,Dissatisfied ,36-45
450,No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-451,604.0,Male,Sales Executive,Single,Yes,Y,2,31,1,828,2,High School,1,2,77,3,2,4,6582,8346,4,13,3,3,80,0,10,4,6,5,0,5,Very Dissatisfied ,26-35
451,No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-452,605.0,Male,Manufacturing Director,Married,Yes,Y,5,42,1,319,24,Bachelor's Degree,1,4,56,3,3,1,7406,6950,1,21,4,4,80,1,10,2,10,9,5,8,Very Satisfied,36-45
452,No,Travel_Rarely,45 - 54,Current Employees,Sales,Other,STAFF-453,606.0,Male,Sales Executive,Married,No,Y,3,45,1,561,2,Bachelor's Degree,1,4,61,3,2,2,4805,16177,0,19,3,2,80,1,9,4,8,7,3,7,Satisfied,36-45
453,Yes,Travel_Frequently,25 - 34,Ex-Employees,HR,Life Sciences,STAFF-454,608.0,Female,Human Resources,Divorced,Yes,Y,2,26,0,426,17,Master's Degree,1,2,58,3,1,3,2741,22808,0,11,3,2,80,1,8,2,7,7,1,0,Dissatisfied ,26-35
454,No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,STAFF-455,611.0,Male,Manufacturing Director,Divorced,No,Y,2,29,1,232,19,Bachelor's Degree,1,4,34,3,2,4,4262,22645,4,12,3,2,80,2,8,4,3,2,1,2,Very Dissatisfied ,26-35
455,No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-456,612.0,Female,Research Director,Divorced,No,Y,2,33,1,922,1,Doctoral Degree,1,1,95,4,4,3,16184,22578,4,19,3,3,80,1,10,3,6,1,0,5,Dissatisfied ,26-35
456,No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-457,613.0,Male,Manager,Divorced,No,Y,3,31,1,688,7,Bachelor's Degree,1,3,44,2,3,4,11557,25291,9,21,4,3,80,1,10,2,5,4,0,1,Very Dissatisfied ,26-35
457,Yes,Travel_Frequently,Under 25,Ex-Employees,Sales,Marketing,STAFF-458,614.0,Male,Sales Representative,Single,Yes,Y,3,18,0,1306,5,Bachelor's Degree,1,2,69,3,1,2,1878,8059,1,14,3,4,80,0,0,3,0,0,0,0,Satisfied,18-25
458,No,Non-Travel,35 - 44,Current Employees,Sales,Other,STAFF-459,615.0,Male,Sales Executive,Divorced,No,Y,2,40,1,1094,28,Bachelor's Degree,1,3,58,1,3,1,10932,11373,3,15,3,3,80,1,20,3,1,0,0,1,Very Satisfied,36-45
459,No,Non-Travel,35 - 44,Current Employees,R&D,Other,STAFF-460,616.0,Female,Healthcare Representative,Single,Yes,Y,3,41,1,509,2,Master's Degree,1,1,62,2,2,3,6811,2112,2,17,3,1,80,0,10,3,8,7,0,7,Dissatisfied ,36-45
460,No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-461,618.0,Male,Sales Executive,Divorced,No,Y,5,26,1,775,29,Associates Degree,1,1,45,3,2,3,4306,4267,5,12,3,1,80,2,8,3,0,0,0,0,Dissatisfied ,26-35
461,No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,STAFF-462,620.0,Female,Sales Executive,Single,No,Y,3,35,1,195,1,Bachelor's Degree,1,1,80,3,2,3,4859,6698,1,16,3,4,80,0,5,3,5,4,0,3,Dissatisfied ,26-35
462,No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-463,621.0,Male,Sales Executive,Single,No,Y,3,34,1,258,21,Master's Degree,1,4,74,4,2,4,5337,19921,1,12,3,4,80,0,10,3,10,7,5,7,Very Dissatisfied ,26-35
463,Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Technical Degree,STAFF-464,622.0,Male,Laboratory Technician,Single,Yes,Y,3,26,0,471,24,Bachelor's Degree,1,3,66,1,1,4,2340,23213,1,18,3,2,80,0,1,1,1,0,0,0,Very Dissatisfied ,26-35
464,No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,STAFF-465,623.0,Female,Manufacturing Director,Single,No,Y,3,37,1,799,1,Bachelor's Degree,1,2,59,3,3,4,7491,23848,4,17,3,4,80,0,12,4,6,5,1,2,Very Dissatisfied ,36-45
465,No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,STAFF-466,624.0,Female,Healthcare Representative,Married,No,Y,3,46,1,1034,18,High School,1,1,86,3,3,3,10527,8984,5,11,3,4,80,0,28,2,2,2,1,2,Dissatisfied ,46-55
466,No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-467,625.0,Female,Manager,Married,No,Y,2,41,1,1276,2,Doctoral Degree,1,2,91,3,4,1,16595,5626,7,16,3,2,80,1,22,3,18,16,11,8,Very Satisfied,36-45
467,No,Non-Travel,35 - 44,Current Employees,Sales,Medical,STAFF-468,626.0,Male,Sales Executive,Divorced,No,Y,6,37,1,142,9,Master's Degree,1,1,69,3,3,2,8834,24666,1,13,3,4,80,1,9,3,9,5,7,7,Satisfied,36-45
468,No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,STAFF-469,630.0,Male,Research Scientist,Divorced,Yes,Y,3,52,1,956,6,Associates Degree,1,4,78,3,2,1,5577,22087,3,12,3,2,80,2,18,3,10,9,6,9,Very Satisfied,46-55
469,Yes,Non-Travel,25 - 34,Ex-Employees,Sales,Other,STAFF-470,631.0,Male,Sales Executive,Married,No,Y,2,32,0,1474,11,Master's Degree,1,4,60,4,2,3,4707,23914,8,12,3,4,80,0,6,3,4,2,1,2,Dissatisfied ,26-35
470,No,Travel_Frequently,Under 25,Current Employees,Sales,Medical,STAFF-471,632.0,Male,Sales Representative,Married,No,Y,3,24,1,535,24,Bachelor's Degree,1,4,38,3,1,4,2400,5530,0,13,3,3,80,2,3,3,2,2,2,1,Very Dissatisfied ,18-25
471,No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-472,634.0,Female,Healthcare Representative,Married,No,Y,4,38,1,1495,10,Bachelor's Degree,1,3,76,3,2,3,9824,22174,3,19,3,3,80,1,18,3,1,0,0,0,Dissatisfied ,36-45
472,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-473,635.0,Female,Manufacturing Director,Married,No,Y,2,37,1,446,1,Master's Degree,1,2,65,3,2,2,6447,15701,6,12,3,2,80,1,8,2,6,5,4,3,Satisfied,36-45
473,No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-474,638.0,Male,Research Director,Divorced,Yes,Y,5,49,1,1245,18,Master's Degree,1,4,58,2,5,3,19502,2125,1,17,3,3,80,1,31,3,31,9,0,9,Dissatisfied ,46-55
474,No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-475,639.0,Male,Research Scientist,Married,Yes,Y,3,24,1,691,23,Bachelor's Degree,1,2,89,4,1,4,2725,21630,1,11,3,2,80,2,6,3,6,5,1,4,Very Dissatisfied ,18-25
475,No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-476,641.0,Male,Sales Executive,Married,No,Y,5,26,1,703,28,Associates Degree,1,1,66,3,2,2,6272,7428,1,20,4,4,80,2,6,4,5,3,1,4,Satisfied,26-35
476,No,Travel_Rarely,Under 25,Current Employees,R&D,Other,STAFF-477,643.0,Male,Laboratory Technician,Married,No,Y,2,24,1,823,17,Associates Degree,1,4,94,2,1,2,2127,9100,1,21,4,4,80,1,1,3,1,0,0,0,Satisfied,18-25
477,No,Travel_Frequently,45 - 54,Current Employees,HR,Medical,STAFF-478,644.0,Male,Manager,Married,No,Y,2,50,1,1246,3,Bachelor's Degree,1,1,99,3,5,2,18200,7999,1,11,3,3,80,1,32,3,32,5,10,7,Satisfied,46-55
478,No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-479,645.0,Male,Sales Representative,Married,No,Y,1,25,1,622,13,High School,1,2,40,3,1,3,2096,26376,1,11,3,3,80,0,7,3,7,4,0,6,Dissatisfied ,18-25
479,Yes,Travel_Frequently,Under 25,Ex-Employees,R&D,Life Sciences,STAFF-480,647.0,Female,Laboratory Technician,Married,Yes,Y,4,24,0,1287,7,Bachelor's Degree,1,1,55,3,1,3,2886,14168,1,16,3,4,80,1,6,3,6,3,1,2,Dissatisfied ,18-25
480,Yes,Travel_Frequently,25 - 34,Ex-Employees,Sales,Life Sciences,STAFF-481,648.0,Male,Sales Representative,Married,No,Y,2,30,0,448,12,Master's Degree,1,2,74,2,1,1,2033,14470,1,18,3,3,80,1,1,4,1,0,0,0,Very Satisfied,26-35
481,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-482,649.0,Male,Research Scientist,Married,Yes,Y,3,34,1,254,1,Associates Degree,1,2,83,2,1,4,3622,22794,1,13,3,4,80,1,6,3,6,5,1,3,Very Dissatisfied ,26-35
482,Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Medical,STAFF-483,650.0,Male,Sales Executive,Divorced,No,Y,2,31,0,1365,13,Master's Degree,1,2,46,3,2,1,4233,11512,2,17,3,3,80,0,9,1,3,1,1,2,Very Satisfied,26-35
483,No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,STAFF-484,652.0,Male,Laboratory Technician,Single,No,Y,3,35,1,538,25,Associates Degree,1,1,54,2,2,4,3681,14004,4,14,3,4,80,0,9,3,3,2,0,2,Very Dissatisfied ,26-35
484,No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-485,653.0,Male,Sales Executive,Divorced,No,Y,4,31,1,525,6,Master's Degree,1,1,66,4,2,4,5460,6219,4,22,4,4,80,2,13,4,7,7,5,7,Very Dissatisfied ,26-35
485,No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-486,655.0,Female,Research Scientist,Divorced,No,Y,5,27,1,798,6,Master's Degree,1,1,66,2,1,3,2187,5013,0,12,3,3,80,2,6,2,5,3,0,3,Dissatisfied ,26-35
486,No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-487,656.0,Male,Sales Executive,Married,Yes,Y,3,37,1,558,2,Bachelor's Degree,1,4,75,3,2,3,9602,3010,4,11,3,3,80,1,17,2,3,0,1,0,Dissatisfied ,36-45
487,No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,STAFF-488,657.0,Female,Research Scientist,Single,No,Y,0,20,1,959,1,Bachelor's Degree,1,4,83,2,1,2,2836,11757,1,13,3,4,80,0,1,4,1,0,0,0,Satisfied,18-25
488,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-489,659.0,Female,Healthcare Representative,Married,No,Y,4,42,1,622,2,Master's Degree,1,3,81,3,2,4,4089,5718,1,13,3,2,80,2,10,3,10,2,2,2,Very Dissatisfied ,36-45
489,No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,STAFF-490,661.0,Male,Research Director,Divorced,Yes,Y,3,43,1,782,6,Master's Degree,1,2,50,2,4,4,16627,2671,4,14,3,3,80,1,21,2,1,0,0,0,Very Dissatisfied ,36-45
490,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-491,662.0,Female,Research Scientist,Single,No,Y,3,38,1,362,1,High School,1,3,43,3,1,1,2619,14561,3,17,3,4,80,0,8,2,0,0,0,0,Very Satisfied,36-45
491,No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-492,663.0,Male,Laboratory Technician,Divorced,Yes,Y,3,43,1,1001,9,Doctoral Degree,1,4,72,3,2,3,5679,19627,3,13,3,2,80,1,10,3,8,7,4,7,Dissatisfied ,36-45
